SA2,SA2 NAME,Earners,Median age,Sum,Median,Mean
501021014,Harvey," 5,226 ", 46 ," 312,131,958 "," 48,101 "," 59,727 "
501021015,East Bunbury - Glen Iris," 4,102 ", 43 ," 241,764,111 "," 47,354 "," 58,938 "
501021016,Waroona," 2,175 ", 48 ," 136,883,072 "," 48,022 "," 62,935 "
501021251,Dalyellup," 5,290 ", 40 ," 361,886,746 "," 55,750 "," 68,410 "
501021252,Gelorup - Stratham," 1,915 ", 49 ," 144,360,588 "," 56,281 "," 75,384 "
501021253,South Bunbury - Bunbury," 7,690 ", 47 ," 529,246,092 "," 49,828 "," 68,823 "
501021254,Withers - Usher," 2,367 ", 42 ," 121,519,465 "," 43,734 "," 51,339 "
501031017,Bridgetown - Boyup Brook," 3,662 ", 51 ," 197,520,259 "," 41,537 "," 53,938 "
501031018,Donnybrook - Balingup," 3,517 ", 49 ," 178,511,134 "," 38,568 "," 50,757 "
501031019,Manjimup," 3,286 ", 46 ," 166,474,121 "," 43,695 "," 50,662 "
501031020,Pemberton," 2,985 ", 51 ," 137,193,067 "," 32,997 "," 45,961 "
502011021,Dawesville - Bouvard," 4,185 ", 46 ," 275,310,007 "," 48,397 "," 65,785 "
502011022,Falcon - Wannanup," 5,230 ", 48 ," 324,343,701 "," 44,545 "," 62,016 "
502011023,Greenfields," 4,688 ", 45 ," 251,580,867 "," 42,266 "," 53,665 "
502011024,Halls Head - Erskine," 10,864 ", 47 ," 735,768,494 "," 46,850 "," 67,725 "
502011025,Mandurah," 4,741 ", 47 ," 258,105,038 "," 41,977 "," 54,441 "
502011026,Mandurah - East," 3,343 ", 49 ," 209,328,046 "," 46,113 "," 62,617 "
502011027,Mandurah - North," 10,606 ", 41 ," 724,614,139 "," 55,007 "," 68,321 "
502011028,Mandurah - South," 5,163 ", 49 ," 300,846,483 "," 44,005 "," 58,270 "
502011029,Pinjarra," 5,006 ", 45 ," 317,051,592 "," 48,046 "," 63,334 "
503011030,City Beach," 4,816 ", 51 ," 645,670,454 "," 66,762 "," 134,068 "
503011031,Claremont (WA)," 5,489 ", 50 ," 625,130,544 "," 60,379 "," 113,888 "
503011032,Cottesloe," 5,544 ", 49 ," 1,181,472,503 "," 74,999 "," 213,108 "
503011033,Floreat," 5,535 ", 47 ," 640,729,893 "," 69,885 "," 115,760 "
503011034,Mosman Park - Peppermint Grove," 6,781 ", 47 ," 1,089,676,816 "," 65,623 "," 160,696 "
503011035,Nedlands - Dalkeith - Crawley," 11,602 ", 47 ," 1,573,540,581 "," 60,121 "," 135,627 "
503011036,Swanbourne - Mount Claremont," 5,950 ", 48 ," 755,614,250 "," 67,073 "," 126,994 "
503021037,Kings Park (WA), 37 , 59 ," 13,188,011 "," 161,893 "," 356,433 "
503021038,Mount Hawthorn - Leederville," 7,204 ", 40 ," 633,064,054 "," 69,515 "," 87,877 "
503021039,Mount Lawley - Inglewood," 10,962 ", 41 ," 971,777,163 "," 60,502 "," 88,650 "
503021040,North Perth," 6,020 ", 40 ," 493,266,767 "," 60,787 "," 81,938 "
503021041,Perth City," 25,161 ", 34 ," 2,000,728,216 "," 54,790 "," 79,517 "
503021042,Subiaco - Shenton Park," 11,130 ", 44 ," 1,103,359,883 "," 64,450 "," 99,134 "
503021043,Wembley - West Leederville - Glendalough," 12,019 ", 39 ," 1,009,325,838 "," 55,216 "," 83,978 "
504011044,Bassendean - Eden Hill - Ashfield," 9,064 ", 42 ," 596,906,330 "," 55,930 "," 65,855 "
504011045,Bayswater - Embleton - Bedford," 14,378 ", 41 ," 988,213,307 "," 57,585 "," 68,731 "
504011046,Maylands," 8,334 ", 36 ," 581,292,723 "," 56,555 "," 69,750 "
504011047,Morley," 13,158 ", 41 ," 708,160,669 "," 46,700 "," 53,820 "
504011048,Noranda," 4,940 ", 47 ," 292,424,587 "," 46,740 "," 59,195 "
504021049,Chidlow," 1,683 ", 48 ," 106,159,507 "," 52,855 "," 63,078 "
504021050,Glen Forrest - Darlington," 4,487 ", 48 ," 330,559,118 "," 53,415 "," 73,670 "
504021051,Helena Valley - Koongamia," 3,351 ", 44 ," 222,848,175 "," 54,133 "," 66,502 "
504021052,Malmalling - Reservoir, 5 , 71 ,"-8,864 "," 1,260 ","-1,773 "
504021053,Mundaring," 8,140 ", 48 ," 533,013,740 "," 51,191 "," 65,481 "
504021054,Swan View - Greenmount - Midvale," 6,936 ", 45 ," 408,621,358 "," 50,144 "," 58,913 "
504031055,Avon Valley National Park, np , np , np , np , np 
504031056,Ballajura," 10,834 ", 43 ," 594,180,173 "," 47,588 "," 54,844 "
504031057,Beechboro," 10,472 ", 39 ," 587,698,069 "," 49,635 "," 56,121 "
504031058,Bullsbrook," 3,156 ", 44 ," 198,307,767 "," 50,722 "," 62,835 "
504031059,Ellenbrook," 22,528 ", 37 ," 1,450,520,272 "," 57,067 "," 64,387 "
504031060,Gidgegannup," 1,859 ", 49 ," 136,385,394 "," 52,518 "," 73,365 "
504031061,Hazelmere - Guildford," 2,726 ", 42 ," 188,576,424 "," 58,461 "," 69,177 "
504031062,Lockridge - Kiara," 6,414 ", 38 ," 388,704,401 "," 53,551 "," 60,602 "
504031063,Malaga, 148 , 49 ," 11,344,405 "," 48,634 "," 76,651 "
504031064,Melaleuca - Lexia, np , np , np , np , np 
504031065,Middle Swan - Herne Hill," 3,141 ", 44 ," 183,828,066 "," 49,764 "," 58,525 "
504031066,Midland - Guildford," 5,683 ", 42 ," 346,078,382 "," 51,632 "," 60,897 "
504031067,Stratton - Jane Brook," 4,042 ", 42 ," 253,040,400 "," 55,149 "," 62,603 "
504031068,The Vines," 6,780 ", 43 ," 497,118,011 "," 57,395 "," 73,321 "
504031069,Walyunga National Park, np , np , np , np , np 
505011070,Craigie - Beldon," 6,077 ", 39 ," 365,665,233 "," 54,456 "," 60,172 "
505011071,Currambine - Kinross," 8,870 ", 44 ," 568,874,376 "," 53,637 "," 64,135 "
505011072,Duncraig," 9,808 ", 47 ," 715,390,167 "," 56,038 "," 72,939 "
505011073,Greenwood - Warwick," 8,249 ", 44 ," 503,655,205 "," 51,476 "," 61,057 "
505011074,Heathridge - Connolly," 6,669 ", 42 ," 418,711,991 "," 51,928 "," 62,785 "
505011075,Hillarys," 7,584 ", 48 ," 606,787,505 "," 55,896 "," 80,009 "
505011076,Iluka - Burns Beach," 6,303 ", 46 ," 527,015,468 "," 60,123 "," 83,613 "
505011077,Joondalup - Edgewater," 8,586 ", 42 ," 524,966,412 "," 49,706 "," 61,142 "
505011078,Kingsley," 8,036 ", 47 ," 530,539,681 "," 53,524 "," 66,020 "
505011079,Mullaloo - Kallaroo," 7,351 ", 46 ," 531,974,281 "," 53,339 "," 72,368 "
505011080,Ocean Reef," 5,324 ", 47 ," 371,566,039 "," 52,576 "," 69,791 "
505011081,Padbury," 5,139 ", 42 ," 328,772,175 "," 54,295 "," 63,976 "
505011082,Sorrento - Marmion," 6,876 ", 50 ," 593,213,314 "," 56,937 "," 86,273 "
505011083,Woodvale," 6,397 ", 48 ," 437,007,339 "," 52,963 "," 68,314 "
505021084,Balcatta - Hamersley," 9,367 ", 41 ," 557,699,286 "," 51,843 "," 59,539 "
505021085,Balga - Mirrabooka," 9,935 ", 36 ," 464,277,158 "," 42,748 "," 46,731 "
505021086,Dianella," 14,932 ", 45 ," 954,599,572 "," 47,734 "," 63,930 "
505021087,Herdsman, np , np , np , np , np 
505021088,Innaloo - Doubleview," 11,367 ", 37 ," 852,172,461 "," 61,966 "," 74,969 "
505021089,Karrinyup - Gwelup - Carine," 13,320 ", 46 ," 1,043,107,441 "," 57,584 "," 78,311 "
505021090,Nollamara - Westminster," 10,880 ", 34 ," 585,994,015 "," 48,819 "," 53,860 "
505021091,Osborne Park Industrial, 206 , 41 ," 20,543,258 "," 54,067 "," 99,725 "
505021092,Scarborough," 11,696 ", 37 ," 885,133,805 "," 59,949 "," 75,678 "
505021093,Stirling - Osborne Park," 9,218 ", 40 ," 631,527,523 "," 52,569 "," 68,510 "
505021094,Trigg - North Beach - Watermans Bay," 5,257 ", 47 ," 478,468,804 "," 59,921 "," 91,016 "
505021095,Tuart Hill - Joondanna," 7,880 ", 37 ," 503,142,026 "," 54,794 "," 63,851 "
505021096,Wembley Downs - Churchlands - Woodlands," 9,323 ", 47 ," 824,857,188 "," 57,453 "," 88,476 "
505021097,Yokine - Coolbinia - Menora," 10,199 ", 42 ," 752,763,852 "," 54,351 "," 73,808 "
505031098,Alexander Heights - Koondoola," 6,139 ", 42 ," 314,258,698 "," 45,805 "," 51,191 "
505031099,Butler - Merriwa - Ridgewood," 12,154 ", 39 ," 705,799,511 "," 49,384 "," 58,071 "
505031100,Carramar," 10,282 ", 37 ," 645,654,083 "," 54,950 "," 62,795 "
505031101,Clarkson," 7,838 ", 37 ," 461,017,768 "," 51,274 "," 58,818 "
505031102,Girrawheen," 3,954 ", 39 ," 186,761,602 "," 42,736 "," 47,234 "
505031103,Madeley - Darch - Landsdale," 16,537 ", 40 ," 1,068,723,531 "," 53,898 "," 64,626 "
505031104,Marangaroo," 5,636 ", 41 ," 289,443,847 "," 45,100 "," 51,356 "
505031105,Mindarie - Quinns Rocks - Jindalee," 12,254 ", 45 ," 870,337,231 "," 53,570 "," 71,025 "
505031106,Neerabup National Park, 4 , 42 ," 282,991 "," 60,564 "," 70,748 "
505031107,Tapping - Ashby - Sinagra," 7,852 ", 41 ," 506,680,121 "," 54,962 "," 64,529 "
505031108,Wanneroo," 15,599 ", 40 ," 972,180,853 "," 52,670 "," 62,323 "
505031255,Alkimos - Eglinton," 6,112 ", 34 ," 396,426,028 "," 57,457 "," 64,860 "
505031256,Carabooda - Pinjar, 492 , 47 ," 31,885,435 "," 42,723 "," 64,808 "
505031257,Two Rocks," 1,800 ", 44 ," 111,518,341 "," 49,286 "," 61,955 "
505031258,Yanchep," 5,278 ", 41 ," 329,907,178 "," 51,364 "," 62,506 "
506011110,Armadale - Wungong - Brookdale," 9,751 ", 38 ," 514,643,344 "," 48,746 "," 52,779 "
506011111,Ashendon - Lesley, 4 , 43 ," 369,237 "," 143,945 "," 92,309 "
506011112,Camillo - Champion Lakes," 2,905 ", 40 ," 156,192,016 "," 49,064 "," 53,767 "
506011113,Forrestdale - Harrisdale - Piara Waters," 13,675 ", 36 ," 939,898,103 "," 61,342 "," 68,731 "
506011114,Kelmscott," 5,588 ", 44 ," 312,474,496 "," 48,737 "," 55,919 "
506011115,Mount Nasura - Mount Richon - Bedfordale," 5,060 ", 47 ," 330,663,020 "," 52,127 "," 65,348 "
506011116,Roleystone," 4,611 ", 47 ," 308,058,777 "," 51,948 "," 66,810 "
506011117,Seville Grove," 5,725 ", 37 ," 330,075,164 "," 52,122 "," 57,655 "
506021118,Belmont - Ascot - Redcliffe," 8,754 ", 39 ," 560,659,938 "," 53,540 "," 64,046 "
506021119,East Victoria Park - Carlisle," 10,388 ", 37 ," 693,153,133 "," 55,022 "," 66,726 "
506021120,Kewdale Commercial, 28 , 46 ," 1,961,550 "," 68,176 "," 70,055 "
506021121,Perth Airport, 3 , 28 ," 205,806 "," 84,101 "," 68,602 "
506021122,Rivervale - Kewdale - Cloverdale," 15,461 ", 36 ," 931,965,609 "," 51,603 "," 60,278 "
506021123,Victoria Park - Lathlain - Burswood," 10,114 ", 37 ," 694,448,267 "," 54,479 "," 68,662 "
506031124,Bentley - Wilson - St James," 10,803 ", 34 ," 557,086,045 "," 40,664 "," 51,568 "
506031125,Canning Vale - West," 6,697 ", 45 ," 425,121,622 "," 50,059 "," 63,479 "
506031126,Canning Vale Commercial, 60 , 47 ," 6,994,616 "," 56,480 "," 116,577 "
506031127,Cannington - Queens Park," 11,196 ", 34 ," 564,502,080 "," 43,537 "," 50,420 "
506031128,Parkwood - Ferndale - Lynwood," 8,279 ", 42 ," 461,482,638 "," 48,153 "," 55,741 "
506031129,Riverton - Shelley - Rossmoyne," 8,669 ", 46 ," 641,322,973 "," 47,442 "," 73,979 "
506031130,Welshpool, 116 , 52 ," 9,749,422 "," 60,672 "," 84,047 "
506031131,Willetton," 11,077 ", 45 ," 695,585,871 "," 48,927 "," 62,796 "
506041132,Beckenham - Kenwick - Langford," 10,564 ", 37 ," 544,714,030 "," 46,467 "," 51,563 "
506041133,Canning Vale - East," 13,779 ", 41 ," 863,631,504 "," 51,311 "," 62,677 "
506041134,Gosnells," 10,000 ", 40 ," 511,612,827 "," 47,351 "," 51,161 "
506041135,Huntingdale - Southern River," 11,675 ", 40 ," 739,837,323 "," 54,355 "," 63,369 "
506041136,Maddington - Orange Grove - Martin," 7,470 ", 39 ," 402,975,024 "," 47,966 "," 53,946 "
506041137,Thornlie," 13,167 ", 42 ," 726,210,649 "," 48,375 "," 55,154 "
506051138,Forrestfield - Wattle Grove," 11,039 ", 40 ," 685,569,242 "," 54,187 "," 62,104 "
506051139,High Wycombe," 7,197 ", 41 ," 445,721,482 "," 54,942 "," 61,932 "
506051140,Kalamunda - Maida Vale - Gooseberry Hill," 9,657 ", 49 ," 663,976,398 "," 51,365 "," 68,756 "
506051141,Lesmurdie - Bickley - Carmel," 7,127 ", 48 ," 474,515,002 "," 50,611 "," 66,580 "
506061142,Byford," 10,392 ", 36 ," 681,015,135 "," 58,029 "," 65,533 "
506061143,Mundijong," 4,305 ", 45 ," 281,960,502 "," 51,649 "," 65,496 "
506061144,Serpentine - Jarrahdale," 2,447 ", 47 ," 159,939,648 "," 52,248 "," 65,362 "
506071145,Como," 9,193 ", 40 ," 685,695,115 "," 57,412 "," 74,589 "
506071146,Manning - Waterford," 6,761 ", 45 ," 512,211,101 "," 50,873 "," 75,760 "
506071147,South Perth - Kensington," 11,532 ", 44 ," 1,088,069,998 "," 61,084 "," 94,352 "
507011148,Banjup," 11,583 ", 39 ," 804,899,687 "," 58,306 "," 69,490 "
507011150,Bibra Industrial, 101 , 48 ," 7,160,921 "," 59,191 "," 70,900 "
507011151,Bibra Lake, np , np , np , np , np 
507011152,Coogee," 6,041 ", 44 ," 436,845,861 "," 56,333 "," 72,314 "
507011153,Coolbellup," 4,677 ", 41 ," 285,168,228 "," 52,475 "," 60,972 "
507011154,Hamilton Hill," 6,084 ", 41 ," 355,457,681 "," 49,306 "," 58,425 "
507011155,Henderson, 45 , 43 ," 4,604,850 "," 104,271 "," 102,330 "
507011158,North Coogee," 2,028 ", 47 ," 204,606,676 "," 71,238 "," 100,891 "
507011159,South Lake - Cockburn Central," 7,162 ", 40 ," 431,693,934 "," 52,762 "," 60,276 "
507011160,Spearwood," 6,160 ", 42 ," 376,050,525 "," 51,005 "," 61,047 "
507011161,Success - Hammond Park," 9,658 ", 37 ," 657,434,329 "," 58,977 "," 68,071 "
507011163,Yangebup," 4,501 ", 40 ," 283,757,685 "," 54,917 "," 63,043 "
507011259,Beeliar - Wattleup," 5,498 ", 39 ," 379,405,702 "," 57,753 "," 69,008 "
507011260,Jandakot," 1,811 ", 48 ," 136,079,550 "," 58,056 "," 75,141 "
507021164,East Fremantle," 4,992 ", 48 ," 475,199,774 "," 62,240 "," 95,192 "
507021165,Fremantle," 10,298 ", 44 ," 844,683,487 "," 56,344 "," 82,024 "
507021166,Fremantle - South," 9,177 ", 44 ," 657,384,027 "," 54,289 "," 71,634 "
507021167,O'Connor (WA), 135 , 47 ," 19,793,429 "," 79,976 "," 146,618 "
507031169,Bertram - Wellard (West)," 9,033 ", 36 ," 575,087,781 "," 57,588 "," 63,665 "
507031170,Calista," 3,486 ", 40 ," 187,909,990 "," 47,682 "," 53,904 "
507031172,Hope Valley - Postans, 59 , 47 ," 2,984,260 "," 40,184 "," 50,581 "
507031173,Kwinana Industrial, 35 , 48 ," 2,975,930 "," 71,603 "," 85,027 "
507031174,Parmelia - Orelia," 5,426 ", 41 ," 298,698,126 "," 49,249 "," 55,049 "
507031261,Casuarina - Wandi," 4,082 ", 35 ," 283,469,542 "," 60,020 "," 69,444 "
507041175,Applecross - Ardross," 7,880 ", 48 ," 811,014,823 "," 57,062 "," 102,921 "
507041176,Bateman," 2,415 ", 45 ," 166,899,547 "," 50,184 "," 69,110 "
507041177,Bicton - Palmyra," 8,853 ", 45 ," 697,139,149 "," 58,564 "," 78,746 "
507041178,Booragoon," 9,650 ", 48 ," 813,134,781 "," 54,378 "," 84,263 "
507041179,Bull Creek," 4,884 ", 48 ," 315,403,119 "," 47,302 "," 64,579 "
507041180,Leeming," 7,327 ", 47 ," 501,605,903 "," 52,370 "," 68,460 "
507041181,Melville," 10,643 ", 46 ," 935,727,326 "," 58,847 "," 87,920 "
507041182,Murdoch - Kardinya," 7,850 ", 47 ," 485,982,335 "," 45,313 "," 61,909 "
507041183,Willagee," 2,566 ", 41 ," 168,943,172 "," 54,966 "," 65,839 "
507041184,Winthrop," 4,174 ", 48 ," 286,618,897 "," 45,338 "," 68,668 "
507051185,Baldivis," 20,415 ", 37 ," 1,411,186,963 "," 59,403 "," 69,125 "
507051186,Cooloongup," 4,107 ", 43 ," 229,961,569 "," 48,616 "," 55,993 "
507051187,Port Kennedy," 7,630 ", 42 ," 499,887,519 "," 53,844 "," 65,516 "
507051188,Rockingham," 8,052 ", 46 ," 494,540,764 "," 50,175 "," 61,418 "
507051189,Rockingham Lakes, np , np , np , np , np 
507051190,Safety Bay - Shoalwater," 6,557 ", 47 ," 407,983,157 "," 48,739 "," 62,221 "
507051191,Singleton - Golden Bay - Secret Harbour," 11,987 ", 41 ," 874,444,258 "," 58,115 "," 72,949 "
507051192,Waikiki," 6,925 ", 43 ," 440,941,510 "," 52,966 "," 63,674 "
507051193,Warnbro," 5,737 ", 42 ," 352,568,195 "," 51,724 "," 61,455 "
509011225,Albany," 8,705 ", 49 ," 493,863,424 "," 44,624 "," 56,733 "
509011226,Albany Region," 2,174 ", 49 ," 113,665,311 "," 41,088 "," 52,284 "
509011227,Bayonet Head - Lower King," 2,990 ", 47 ," 162,651,134 "," 44,821 "," 54,398 "
509011228,Denmark," 3,538 ", 52 ," 163,038,627 "," 32,864 "," 46,082 "
509011229,Gnowangerup," 1,801 ", 44 ," 140,728,897 "," 58,087 "," 78,139 "
509011230,Katanning," 2,532 ", 45 ," 141,220,150 "," 46,040 "," 55,774 "
509011231,Kojonup," 2,632 ", 47 ," 154,003,157 "," 47,091 "," 58,512 "
509011232,Little Grove - Elleker," 2,087 ", 51 ," 112,746,074 "," 43,778 "," 54,023 "
509011233,McKail - Willyung," 6,160 ", 42 ," 315,723,864 "," 45,052 "," 51,254 "
509011234,Plantagenet," 3,030 ", 49 ," 149,875,388 "," 40,742 "," 49,464 "
509011235,Stirling Range National Park, np , np , np , np , np 
509021236,Chittering," 3,319 ", 48 ," 212,232,158 "," 51,746 "," 63,945 "
509021237,Cunderdin," 2,190 ", 48 ," 146,395,977 "," 52,080 "," 66,847 "
509021238,Dowerin," 2,378 ", 48 ," 144,923,687 "," 46,871 "," 60,944 "
509021239,Gingin - Dandaragan," 5,154 ", 48 ," 283,415,666 "," 39,169 "," 54,989 "
509021240,Merredin," 2,793 ", 46 ," 190,813,640 "," 53,260 "," 68,319 "
509021241,Moora," 2,972 ", 46 ," 191,929,835 "," 53,127 "," 64,579 "
509021242,Mukinbudin," 1,703 ", 47 ," 101,070,341 "," 47,264 "," 59,348 "
509021243,Northam," 5,407 ", 46 ," 317,799,253 "," 49,767 "," 58,776 "
509021244,Toodyay," 2,501 ", 51 ," 148,107,074 "," 46,709 "," 59,219 "
509021245,York - Beverley," 2,882 ", 52 ," 176,775,910 "," 45,059 "," 61,338 "
509031246,Brookton," 2,174 ", 50 ," 145,990,783 "," 52,983 "," 67,153 "
509031247,Kulin," 2,967 ", 46 ," 218,436,784 "," 57,165 "," 73,622 "
509031248,Murray," 1,408 ", 46 ," 100,311,856 "," 61,095 "," 71,244 "
509031249,Narrogin," 2,447 ", 46 ," 142,425,639 "," 49,051 "," 58,204 "
509031250,Wagin," 3,025 ", 49 ," 186,315,002 "," 48,429 "," 61,592 "
510011262,Broome," 8,448 ", 39 ," 565,250,879 "," 57,398 "," 66,909 "
510011263,Derby - West Kimberley," 2,907 ", 39 ," 163,680,468 "," 48,034 "," 56,306 "
510011264,Halls Creek, 881 , 37 ," 46,033,505 "," 41,250 "," 52,251 "
510011265,Kununurra," 4,127 ", 39 ," 270,683,543 "," 56,762 "," 65,588 "
510011266,Roebuck, 459 , 38 ," 26,534,004 "," 43,052 "," 57,808 "
510021267,East Pilbara, 272 , 44 ," 19,604,875 "," 64,123 "," 72,077 "
510021268,Newman," 2,610 ", 37 ," 229,833,397 "," 80,230 "," 88,059 "
510021269,Port Hedland," 2,834 ", 38 ," 288,554,781 "," 90,731 "," 101,819 "
510021270,South Hedland," 5,832 ", 36 ," 501,628,038 "," 80,440 "," 86,013 "
510031271,Ashburton (WA)," 3,416 ", 39 ," 337,918,826 "," 97,795 "," 98,922 "
510031272,Karratha," 9,820 ", 37 ," 897,108,333 "," 78,364 "," 91,355 "
510031273,Roebourne," 2,357 ", 39 ," 218,196,475 "," 80,498 "," 92,574 "
511011274,Esperance," 7,327 ", 46 ," 454,670,653 "," 47,994 "," 62,054 "
511011275,Esperance Region," 1,989 ", 46 ," 163,450,480 "," 55,485 "," 82,177 "
511021276,Carnarvon," 2,796 ", 44 ," 158,232,153 "," 45,333 "," 56,592 "
511021277,Exmouth," 2,474 ", 41 ," 149,753,424 "," 47,349 "," 60,531 "
511031278,Boulder," 4,116 ", 40 ," 293,595,501 "," 62,363 "," 71,330 "
511031279,Kalgoorlie," 8,584 ", 39 ," 667,143,900 "," 67,069 "," 77,719 "
511031280,Kalgoorlie - North," 5,392 ", 39 ," 446,858,209 "," 74,466 "," 82,874 "
511031281,Kalgoorlie Airport, np , np , np , np , np 
511031282,Kambalda - Coolgardie - Norseman," 2,076 ", 44 ," 153,997,871 "," 61,482 "," 74,180 "
511031283,Leinster - Leonora, 858 , 42 ," 57,723,341 "," 60,015 "," 67,277 "
511031284,Trafalgar (WA), np , np , np , np , np 
511041285,Geraldton," 6,322 ", 46 ," 374,850,046 "," 46,206 "," 59,293 "
511041286,Geraldton - East," 4,051 ", 44 ," 240,332,722 "," 49,344 "," 59,327 "
511041287,Geraldton - North," 4,778 ", 43 ," 313,128,946 "," 54,673 "," 65,536 "
511041288,Geraldton - South," 6,186 ", 43 ," 437,655,807 "," 57,875 "," 70,749 "
511041289,Irwin," 2,015 ", 51 ," 124,996,936 "," 44,919 "," 62,033 "
511041290,Meekatharra, 975 , 48 ," 54,471,187 "," 46,990 "," 55,868 "
511041291,Morawa," 2,120 ", 48 ," 121,307,174 "," 47,886 "," 57,220 "
511041292,Northampton - Mullewa - Greenough," 3,227 ", 50 ," 181,786,929 "," 40,598 "," 56,333 "
601011001,Bridgewater - Gagebrook," 2,673 ", 39 ," 111,635,875 "," 40,107 "," 41,764 "
601011002,Brighton - Pontville," 3,240 ", 41 ," 173,122,241 "," 49,658 "," 53,433 "
601011003,Old Beach - Otago," 2,840 ", 44 ," 164,575,537 "," 52,513 "," 57,949 "
601021004,Bellerive - Rosny," 3,830 ", 48 ," 231,590,231 "," 48,305 "," 60,467 "
601021005,Cambridge," 5,241 ", 47 ," 341,347,723 "," 54,565 "," 65,130 "
601021006,Geilston Bay - Risdon," 2,066 ", 45 ," 119,547,867 "," 54,101 "," 57,864 "
601021007,Howrah - Tranmere," 6,746 ", 46 ," 402,743,008 "," 51,838 "," 59,701 "
601021008,Lindisfarne - Rose Bay," 4,442 ", 48 ," 257,108,760 "," 47,838 "," 57,881 "
601021009,Mornington - Warrane," 2,259 ", 37 ," 106,261,132 "," 44,887 "," 47,039 "
601021010,Risdon Vale," 1,151 ", 38 ," 51,592,323 "," 43,834 "," 44,824 "
601021011,Rokeby," 2,949 ", 37 ," 138,826,133 "," 44,700 "," 47,076 "
601021012,South Arm," 2,815 ", 48 ," 170,092,004 "," 52,882 "," 60,423 "
601031013,Austins Ferry - Granton," 2,478 ", 43 ," 137,143,914 "," 51,199 "," 55,345 "
601031014,Berriedale - Chigwell," 2,920 ", 41 ," 144,181,240 "," 46,452 "," 49,377 "
601031015,Claremont (Tasnp)," 4,006 ", 41 ," 193,402,876 "," 45,570 "," 48,278 "
601031016,Derwent Park - Lutana," 2,248 ", 40 ," 107,862,154 "," 45,178 "," 47,981 "
601031017,Glenorchy," 5,446 ", 39 ," 244,097,341 "," 42,600 "," 44,821 "
601031018,Montrose - Rosetta," 2,690 ", 44 ," 136,377,852 "," 47,328 "," 50,698 "
601031019,Moonah," 3,040 ", 39 ," 146,511,165 "," 44,570 "," 48,194 "
601031020,New Norfolk," 3,246 ", 43 ," 157,907,077 "," 45,279 "," 48,647 "
601031021,West Moonah," 2,342 ", 38 ," 112,497,639 "," 43,239 "," 48,035 "
601041022,Kingston - Huntingfield," 6,749 ", 42 ," 367,932,815 "," 47,856 "," 54,517 "
601041023,Kingston Beach - Blackmans Bay," 6,581 ", 46 ," 394,470,725 "," 50,123 "," 59,941 "
601041024,Margate - Snug," 4,549 ", 45 ," 259,076,234 "," 50,628 "," 56,952 "
601041025,Mount Wellington, np , np , np , np , np 
601041026,Taroona - Bonnet Hill," 2,244 ", 50 ," 151,913,084 "," 52,224 "," 67,697 "
601051027,Hobart," 5,784 ", 39 ," 371,757,711 "," 43,489 "," 64,273 "
601051028,Lenah Valley - Mount Stuart," 5,481 ", 44 ," 344,847,975 "," 53,384 "," 62,917 "
601051029,Mount Nelson - Dynnyrne," 3,002 ", 43 ," 197,300,398 "," 47,739 "," 65,723 "
601051030,New Town," 3,718 ", 41 ," 221,017,225 "," 48,959 "," 59,445 "
601051031,Sandy Bay," 8,118 ", 46 ," 588,612,566 "," 44,010 "," 72,507 "
601051032,South Hobart - Fern Tree," 4,056 ", 44 ," 255,533,857 "," 49,085 "," 63,001 "
601051033,West Hobart," 3,992 ", 43 ," 267,730,313 "," 52,708 "," 67,067 "
601061034,Dodges Ferry - Lewisham," 4,316 ", 46 ," 215,704,725 "," 44,565 "," 49,978 "
601061035,Sorell - Richmond," 4,972 ", 44 ," 264,421,006 "," 47,804 "," 53,182 "
602011036,Invermay," 1,580 ", 39 ," 71,794,513 "," 40,363 "," 45,440 "
602011037,Kings Meadows - Punchbowl," 2,336 ", 41 ," 126,090,072 "," 47,110 "," 53,977 "
602011038,Launceston," 3,367 ", 46 ," 241,857,761 "," 50,489 "," 71,832 "
602011039,Legana," 2,446 ", 46 ," 135,242,980 "," 48,203 "," 55,291 "
602011040,Mowbray," 1,773 ", 35 ," 66,280,727 "," 32,493 "," 37,383 "
602011041,Newnham - Mayfield," 4,133 ", 38 ," 178,221,537 "," 39,992 "," 43,122 "
602011042,Newstead," 2,845 ", 46 ," 199,297,137 "," 51,932 "," 70,052 "
602011043,Norwood (Tasnp)," 2,269 ", 47 ," 132,803,064 "," 48,286 "," 58,529 "
602011044,Prospect Vale - Blackstone," 3,729 ", 46 ," 212,944,649 "," 49,932 "," 57,105 "
602011045,Ravenswood," 1,371 ", 42 ," 53,195,120 "," 36,709 "," 38,800 "
602011046,Riverside," 3,934 ", 45 ," 231,478,715 "," 48,238 "," 58,841 "
602011047,South Launceston," 2,454 ", 39 ," 131,231,149 "," 46,992 "," 53,476 "
602011048,Summerhill - Prospect," 2,582 ", 42 ," 133,012,019 "," 47,971 "," 51,515 "
602011049,Trevallyn," 2,882 ", 45 ," 173,598,010 "," 50,860 "," 60,235 "
602011050,Waverley - St Leonards," 1,812 ", 41 ," 90,135,052 "," 46,182 "," 49,743 "
602011051,West Launceston," 2,546 ", 45 ," 150,084,261 "," 49,327 "," 58,949 "
602011052,Youngtown - Relbia," 2,731 ", 46 ," 154,492,016 "," 47,926 "," 56,570 "
602021053,Beauty Point - Beaconsfield," 1,802 ", 51 ," 83,205,049 "," 38,000 "," 46,174 "
